LUTs,Registers,BRAMs,DSPs,WNS (ns),Total Power (W),Dynamic Power (W),Static Power (W),result,Cycles,Clock Period,Frac Width,Num Parallel,Int Bits,D,H,MAE,RMSE,Execution Time (m),Time Utilization
39041,701,0,258,-6.971,3.54,0.585,2.955,success,84.0,2.0,1.0,1.0,10.0,64,16,0.7614010584812501,0.9194911624781473,9.20210390885671,
41939,1075,0,258,-8.53,3.571,0.615,2.956,success,84.0,2.0,2.0,1.0,10.0,64,16,1.01006924373125,1.1574551862223066,11.545444877942403,
46161,1302,0,258,-7.967,3.667,0.709,2.957,success,84.0,2.0,3.0,1.0,10.0,64,16,0.9390916732812501,1.0722403503793656,11.084010024865469,
48758,1402,0,258,-8.64,3.678,0.72,2.958,success,84.0,2.0,4.0,1.0,10.0,64,16,0.64002444098125,0.7594340071120249,15.121547520160675,
52512,1511,0,258,-8.491,3.935,0.973,2.962,success,84.0,2.0,5.0,1.0,10.0,64,16,0.27805653911875,0.3560365063928123,12.834316527843475,
56094,1610,0,258,-9.497,3.788,0.829,2.96,success,84.0,2.0,6.0,1.0,10.0,64,16,0.12189346498125002,0.16220259148785396,18.71065289179484,
59715,1729,0,258,-8.838,3.887,0.925,2.961,success,84.0,2.0,7.0,1.0,10.0,64,16,0.05826738945624999,0.08097655801932363,17.68798642953237,
62841,1830,0,258,-9.805,3.853,0.892,2.961,success,84.0,2.0,8.0,1.0,10.0,64,16,0.033574943924999996,0.05053242287889409,19.478700451056163,
65972,1928,0,258,-9.887,3.969,1.006,2.963,success,84.0,2.0,9.0,1.0,10.0,64,16,0.024583378184374997,0.04184172145540223,14.41073842048645,
81078,1966,0,258,-9.835,3.926,0.964,2.962,success,84.0,2.0,10.0,1.0,10.0,64,16,0.0219452739875,0.040049592861202084,24.444844885667166,
89979,2066,0,258,-10.186,4.128,1.162,2.966,success,84.0,2.0,11.0,1.0,10.0,64,16,0.021599731202343753,0.03995080493353905,22.00592841307322,
43204,682,0,516,-6.355,3.671,0.713,2.957,success,52.0,2.0,1.0,2.0,10.0,64,16,0.7614010584812501,0.9194911624781473,11.878102680047354,
47866,1079,0,516,-7.551,3.675,0.717,2.958,success,52.0,2.0,2.0,2.0,10.0,64,16,1.01006924373125,1.1574551862223066,22.789214440186818,
52558,1307,0,516,-7.604,3.735,0.776,2.959,success,52.0,2.0,3.0,2.0,10.0,64,16,0.9390916732812501,1.0722403503793656,20.8886017203331,
56020,1401,0,516,-7.796,3.869,0.908,2.961,success,52.0,2.0,4.0,2.0,10.0,64,16,0.64002444098125,0.7594340071120249,17.336618967851003,
60734,1510,0,516,-7.904,3.872,0.911,2.961,success,52.0,2.0,5.0,2.0,10.0,64,16,0.27805653911875,0.3560365063928123,27.81973128716151,
62463,1609,0,516,-8.619,3.954,0.991,2.963,success,52.0,2.0,6.0,2.0,10.0,64,16,0.12189346498125002,0.16220259148785396,22.835097825527193,
67265,1731,0,516,-8.584,3.874,0.913,2.961,success,52.0,2.0,7.0,2.0,10.0,64,16,0.05826738945624999,0.08097655801932363,15.624234171708425,
71942,1835,0,516,-9.02,3.922,0.96,2.962,success,52.0,2.0,8.0,2.0,10.0,64,16,0.033574943924999996,0.05053242287889409,19.03156635363897,
74696,1939,0,516,-9.553,3.925,0.963,2.962,success,52.0,2.0,9.0,2.0,10.0,64,16,0.024583378184374997,0.04184172145540223,22.804608913262687,
100730,2043,0,516,-10.217,4.039,1.075,2.964,success,52.0,2.0,10.0,2.0,10.0,64,16,0.0219452739875,0.040049592861202084,24.4799232006073,
115533,2147,0,516,-10.056,4.201,1.234,2.967,success,52.0,2.0,11.0,2.0,10.0,64,16,0.021599731202343753,0.03995080493353905,29.56029667854309,
51143,720,0,1032,-6.321,3.972,1.009,2.963,success,36.0,2.0,1.0,4.0,10.0,64,16,0.7614010584812501,0.9194911624781473,11.532520552476248,
54523,1142,0,1032,-7.744,4.015,1.052,2.964,success,36.0,2.0,2.0,4.0,10.0,64,16,1.01006924373125,1.1574551862223066,15.692825257778168,
60273,1393,0,1032,-7.972,4.061,1.096,2.965,success,36.0,2.0,3.0,4.0,10.0,64,16,0.9390916732812501,1.0722403503793656,14.757936914761862,
64671,1506,0,1032,-7.521,4.103,1.138,2.965,success,36.0,2.0,4.0,4.0,10.0,64,16,0.64002444098125,0.7594340071120249,18.581659412384035,
66068,1617,0,1032,-8.358,4.135,1.169,2.966,success,36.0,2.0,5.0,4.0,10.0,64,16,0.27805653911875,0.3560365063928123,15.170918321609497,
71043,1736,0,1032,-9.761,4.162,1.196,2.967,success,36.0,2.0,6.0,4.0,10.0,64,16,0.12189346498125002,0.16220259148785396,16.86490447918574,
75443,1869,0,1032,-8.286,4.262,1.294,2.968,success,36.0,2.0,7.0,4.0,10.0,64,16,0.05826738945624999,0.08097655801932363,16.135883704821268,
81203,1973,0,1032,-8.754,4.298,1.329,2.969,success,36.0,2.0,8.0,4.0,10.0,64,16,0.033574943924999996,0.05053242287889409,19.84300654331843,
85672,2085,0,1032,-8.899,4.406,1.435,2.971,success,36.0,2.0,9.0,4.0,10.0,64,16,0.024583378184374997,0.04184172145540223,23.175317879517873,
131482,2197,0,1032,-10.285,4.193,1.226,2.967,success,36.0,2.0,10.0,4.0,10.0,64,16,0.0219452739875,0.040049592861202084,30.194095345338187,
160175,2353,0,1032,-10.047,4.259,1.291,2.968,success,36.0,2.0,11.0,4.0,10.0,64,16,0.021599731202343753,0.03995080493353905,21.73283012708028,
69039,777,0,2064,-6.958,4.947,1.966,2.981,success,28.0,2.0,1.0,8.0,10.0,64,16,0.7614010584812501,0.9194911624781473,12.627660914262135,
74725,1289,0,2064,-7.275,4.861,1.881,2.98,success,28.0,2.0,2.0,8.0,10.0,64,16,1.01006924373125,1.1574551862223066,17.381189795335136,
81908,1585,0,2064,-7.934,5.201,2.215,2.986,success,28.0,2.0,3.0,8.0,10.0,64,16,0.9390916732812501,1.0722403503793656,16.606368998686474,
87761,1714,0,2064,-8.062,5.055,2.071,2.983,success,28.0,2.0,4.0,8.0,10.0,64,16,0.64002444098125,0.7594340071120249,18.64718879063924,
87737,1841,0,2064,-8.091,5.146,2.161,2.985,success,28.0,2.0,5.0,8.0,10.0,64,16,0.27805653911875,0.3560365063928123,20.903233317534127,
93258,1970,0,2064,-8.113,5.42,2.429,2.99,success,28.0,2.0,6.0,8.0,10.0,64,16,0.12189346498125002,0.16220259148785396,18.109185723463693,
98451,2121,0,2064,-8.235,5.255,2.268,2.987,success,28.0,2.0,7.0,8.0,10.0,64,16,0.05826738945624999,0.08097655801932363,21.456852344671884,
99667,2250,0,2064,-9.385,5.279,2.291,2.988,success,28.0,2.0,8.0,8.0,10.0,64,16,0.033574943924999996,0.05053242287889409,22.690765758355457,
106705,2377,0,2064,-9.712,5.42,2.43,2.99,success,28.0,2.0,9.0,8.0,10.0,64,16,0.024583378184374997,0.04184172145540223,28.054185978571574,
201828,2505,0,2064,-10.442,5.78,2.783,2.997,success,28.0,2.0,10.0,8.0,10.0,64,16,0.0219452739875,0.040049592861202084,23.158190298080445,
251298,2633,0,2064,-10.686,5.83,2.832,2.998,success,28.0,2.0,11.0,8.0,10.0,64,16,0.021599731202343753,0.03995080493353905,27.661434193452198,
79284,913,0,4128,-7.421,6.604,3.591,3.013,success,24.0,2.0,1.0,16.0,10.0,64,16,0.7614010584812501,0.9194911624781473,20.396618894735973,
84881,1585,0,4128,-9.178,6.168,3.164,3.005,success,24.0,2.0,2.0,16.0,10.0,64,16,1.01006924373125,1.1574551862223066,21.309454719225567,
93277,1969,0,4128,-9.062,6.301,3.293,3.007,success,24.0,2.0,3.0,16.0,10.0,64,16,0.9390916732812501,1.0722403503793656,22.242602928479513,
99790,2129,0,4128,-8.857,6.488,3.477,3.011,success,24.0,2.0,4.0,16.0,10.0,64,16,0.64002444098125,0.7594340071120249,23.945972951253257,
107343,2289,0,4128,-9.764,6.624,3.611,3.014,success,24.0,2.0,5.0,16.0,10.0,64,16,0.27805653911875,0.3560365063928123,24.93005248705546,
113917,2449,0,4128,-9.665,6.753,3.737,3.016,success,24.0,2.0,6.0,16.0,10.0,64,16,0.12189346498125002,0.16220259148785396,25.611054170131684,
120098,2641,0,4128,-10.236,6.776,3.76,3.017,success,24.0,2.0,7.0,16.0,10.0,64,16,0.05826738945624999,0.08097655801932363,26.70964963833491,
127788,2801,0,4128,-10.181,6.941,3.921,3.02,success,24.0,2.0,8.0,16.0,10.0,64,16,0.033574943924999996,0.05053242287889409,28.54151799281438,
133441,2961,0,4128,-10.514,7.073,4.051,3.023,success,24.0,2.0,9.0,16.0,10.0,64,16,0.024583378184374997,0.04184172145540223,36.536082430680594,
322113,3126,0,4128,-11.302,7.233,4.207,3.026,success,24.0,2.0,10.0,16.0,10.0,64,16,0.0219452739875,0.040049592861202084,38.64245990912119,
416800,3287,0,4128,-11.885,7.222,4.196,3.025,success,24.0,2.0,11.0,16.0,10.0,64,16,0.021599731202343753,0.03995080493353905,43.35116498867671,
39030,701,0,258,-6.854,3.419,0.466,2.953,success,84.0,2.5,1.0,1.0,10.0,64,16,0.7614010584812501,0.9194911624781473,8.999669913450877,
41924,1075,0,258,-7.929,3.505,0.551,2.954,success,84.0,2.5,2.0,1.0,10.0,64,16,1.01006924373125,1.1574551862223066,13.521618429819743,
46156,1302,0,258,-7.511,3.512,0.558,2.955,success,84.0,2.5,3.0,1.0,10.0,64,16,0.9390916732812501,1.0722403503793656,12.995837855339051,
48742,1402,0,258,-8.197,3.541,0.586,2.955,success,84.0,2.5,4.0,1.0,10.0,64,16,0.64002444098125,0.7594340071120249,12.347407690684001,
52510,1511,0,258,-8.24,3.61,0.654,2.956,success,84.0,2.5,5.0,1.0,10.0,64,16,0.27805653911875,0.3560365063928123,12.944114530086518,
56081,1610,0,258,-8.69,3.617,0.661,2.957,success,84.0,2.5,6.0,1.0,10.0,64,16,0.12189346498125002,0.16220259148785396,18.9090642730395,
59720,1729,0,258,-8.369,3.743,0.784,2.959,success,84.0,2.5,7.0,1.0,10.0,64,16,0.05826738945624999,0.08097655801932363,19.321215057373045,
62845,1830,0,258,-9.285,3.809,0.849,2.96,success,84.0,2.5,8.0,1.0,10.0,64,16,0.033574943924999996,0.05053242287889409,18.596190496285757,
65971,1928,0,258,-9.465,3.802,0.842,2.96,success,84.0,2.5,9.0,1.0,10.0,64,16,0.024583378184374997,0.04184172145540223,20.587943116823833,
81030,1966,0,258,-9.803,3.834,0.874,2.961,success,84.0,2.5,10.0,1.0,10.0,64,16,0.0219452739875,0.040049592861202084,26.002974275747935,
89979,2066,0,258,-9.63,3.826,0.866,2.96,success,84.0,2.5,11.0,1.0,10.0,64,16,0.021599731202343753,0.03995080493353905,25.093725180625917,
43203,682,0,516,-5.9,3.488,0.534,2.954,success,52.0,2.5,1.0,2.0,10.0,64,16,0.7614010584812501,0.9194911624781473,11.769724269707998,
47859,1079,0,516,-7.095,3.591,0.635,2.956,success,52.0,2.5,2.0,2.0,10.0,64,16,1.01006924373125,1.1574551862223066,21.431902917226157,
52530,1307,0,516,-7.236,3.578,0.622,2.956,success,52.0,2.5,3.0,2.0,10.0,64,16,0.9390916732812501,1.0722403503793656,21.743125438690186,
56061,1401,0,516,-7.916,3.657,0.7,2.957,success,52.0,2.5,4.0,2.0,10.0,64,16,0.64002444098125,0.7594340071120249,16.688498016198476,
60730,1510,0,516,-7.211,3.681,0.724,2.958,success,52.0,2.5,5.0,2.0,10.0,64,16,0.27805653911875,0.3560365063928123,25.77946909268697,
62463,1609,0,516,-8.16,3.695,0.738,2.958,success,52.0,2.5,6.0,2.0,10.0,64,16,0.12189346498125002,0.16220259148785396,24.07381010055542,
67248,1731,0,516,-7.661,3.781,0.822,2.96,success,52.0,2.5,7.0,2.0,10.0,64,16,0.05826738945624999,0.08097655801932363,18.786394047737122,
71945,1835,0,516,-8.277,3.76,0.801,2.959,success,52.0,2.5,8.0,2.0,10.0,64,16,0.033574943924999996,0.05053242287889409,18.714016942183175,
74671,1939,0,516,-8.701,3.798,0.838,2.96,success,52.0,2.5,9.0,2.0,10.0,64,16,0.024583378184374997,0.04184172145540223,25.72575916449229,
100686,2043,0,516,-9.556,3.861,0.9,2.961,success,52.0,2.5,10.0,2.0,10.0,64,16,0.0219452739875,0.040049592861202084,21.75017731189728,
115552,2147,0,516,-9.64,4.051,1.087,2.965,success,52.0,2.5,11.0,2.0,10.0,64,16,0.021599731202343753,0.03995080493353905,33.57116479078929,
51136,720,0,1032,-5.895,3.845,0.884,2.961,success,36.0,2.5,1.0,4.0,10.0,64,16,0.7614010584812501,0.9194911624781473,9.901974308490754,
54526,1142,0,1032,-7.156,3.761,0.802,2.959,success,36.0,2.5,2.0,4.0,10.0,64,16,1.01006924373125,1.1574551862223066,12.95068017244339,
60273,1393,0,1032,-7.516,3.874,0.913,2.961,success,36.0,2.5,3.0,4.0,10.0,64,16,0.9390916732812501,1.0722403503793656,13.213577596346537,
64670,1506,0,1032,-7.119,3.82,0.86,2.96,success,36.0,2.5,4.0,4.0,10.0,64,16,0.64002444098125,0.7594340071120249,17.500235215822855,
66071,1617,0,1032,-7.904,3.95,0.988,2.963,success,36.0,2.5,5.0,4.0,10.0,64,16,0.27805653911875,0.3560365063928123,12.80078877210617,
71042,1736,0,1032,-8.591,3.957,0.994,2.963,success,36.0,2.5,6.0,4.0,10.0,64,16,0.12189346498125002,0.16220259148785396,14.29061725139618,
75419,1869,0,1032,-7.846,3.91,0.948,2.962,success,36.0,2.5,7.0,4.0,10.0,64,16,0.05826738945624999,0.08097655801932363,16.502509256203968,
81203,1973,0,1032,-8.598,3.972,1.009,2.963,success,36.0,2.5,8.0,4.0,10.0,64,16,0.033574943924999996,0.05053242287889409,20.263669526576997,
85683,2085,0,1032,-8.401,4.172,1.205,2.967,success,36.0,2.5,9.0,4.0,10.0,64,16,0.024583378184374997,0.04184172145540223,25.252800222237905,
131504,2197,0,1032,-9.922,4.151,1.184,2.966,success,36.0,2.5,10.0,4.0,10.0,64,16,0.0219452739875,0.040049592861202084,30.419184625148773,
160179,2353,0,1032,-9.35,4.028,1.064,2.964,success,36.0,2.5,11.0,4.0,10.0,64,16,0.021599731202343753,0.03995080493353905,20.49777102470398,
